Indicator,State,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,08/19/2020,08/31/2020,39.3
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,08/19/2020,08/31/2020,34.1
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,08/19/2020,08/31/2020,35.8
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,08/19/2020,08/31/2020,36.7
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,08/19/2020,08/31/2020,31.8
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,08/19/2020,08/31/2020,33.2
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,08/19/2020,08/31/2020,33.5
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,08/19/2020,08/31/2020,30.7
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,08/19/2020,08/31/2020,32.0
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,08/19/2020,08/31/2020,40.4
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,08/19/2020,08/31/2020,31.5
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,08/19/2020,08/31/2020,37.8
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,08/19/2020,08/31/2020,38.9
Symptoms of Anxiety Disorder or Depressive Disorder,New York,08/19/2020,08/31/2020,34.4
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,08/19/2020,08/31/2020,32.3
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,08/19/2020,08/31/2020,29.6
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,08/19/2020,08/31/2020,37.3
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,08/19/2020,08/31/2020,38.6
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,08/19/2020,08/31/2020,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,08/19/2020,08/31/2020,35.7
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,08/19/2020,08/31/2020,34.2
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,08/19/2020,08/31/2020,30.4
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,08/19/2020,08/31/2020,24.2
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,08/19/2020,08/31/2020,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,08/19/2020,08/31/2020,37.1
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,08/19/2020,08/31/2020,34.4
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,08/19/2020,08/31/2020,32.0
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,08/19/2020,08/31/2020,35.2
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,08/19/2020,08/31/2020,37.2
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,08/19/2020,08/31/2020,34.5
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,08/19/2020,08/31/2020,29.1
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,08/19/2020,08/31/2020,35.6
Symptoms of Depressive Disorder,Alabama,09/02/2020,09/14/2020,25.2
Symptoms of Depressive Disorder,Alaska,09/02/2020,09/14/2020,23.6
Symptoms of Depressive Disorder,Arizona,09/02/2020,09/14/2020,26.5
Symptoms of Depressive Disorder,Arkansas,09/02/2020,09/14/2020,29.8
Symptoms of Depressive Disorder,California,09/02/2020,09/14/2020,27.6
Symptoms of Depressive Disorder,Colorado,09/02/2020,09/14/2020,22.7
Symptoms of Depressive Disorder,Connecticut,09/02/2020,09/14/2020,21.2
Symptoms of Depressive Disorder,Delaware,09/02/2020,09/14/2020,23.3
Symptoms of Depressive Disorder,District of Columbia,09/02/2020,09/14/2020,20.9
Symptoms of Depressive Disorder,Florida,09/02/2020,09/14/2020,25.3
Symptoms of Depressive Disorder,Georgia,09/02/2020,09/14/2020,23.2
Symptoms of Depressive Disorder,Hawaii,09/02/2020,09/14/2020,29.4
Symptoms of Depressive Disorder,Idaho,09/02/2020,09/14/2020,21.8
Symptoms of Depressive Disorder,Illinois,09/02/2020,09/14/2020,24.2
Symptoms of Depressive Disorder,Indiana,09/02/2020,09/14/2020,20.7
Symptoms of Depressive Disorder,Iowa,09/02/2020,09/14/2020,22.8
Symptoms of Depressive Disorder,Kansas,09/02/2020,09/14/2020,19.3
Symptoms of Depressive Disorder,Kentucky,09/02/2020,09/14/2020,30.1
Symptoms of Depressive Disorder,Louisiana,09/02/2020,09/14/2020,30.3
Symptoms of Depressive Disorder,Maine,09/02/2020,09/14/2020,20.4
Symptoms of Depressive Disorder,Maryland,09/02/2020,09/14/2020,23.3
Symptoms of Depressive Disorder,Massachusetts,09/02/2020,09/14/2020,20.5
Symptoms of Depressive Disorder,Michigan,09/02/2020,09/14/2020,23.4
Symptoms of Depressive Disorder,Minnesota,09/02/2020,09/14/2020,18.6
Symptoms of Depressive Disorder,Mississippi,09/02/2020,09/14/2020,28.4
Symptoms of Depressive Disorder,Missouri,09/02/2020,09/14/2020,21.8
Symptoms of Depressive Disorder,Montana,09/02/2020,09/14/2020,22.2
Symptoms of Depressive Disorder,Nebraska,09/02/2020,09/14/2020,21.7
Symptoms of Depressive Disorder,Nevada,09/02/2020,09/14/2020,27.1
Symptoms of Depressive Disorder,New Hampshire,09/02/2020,09/14/2020,22.1
Symptoms of Depressive Disorder,New Jersey,09/02/2020,09/14/2020,21.9
Symptoms of Depressive Disorder,New Mexico,09/02/2020,09/14/2020,27.5
Symptoms of Depressive Disorder,New York,09/02/2020,09/14/2020,25.1
Symptoms of Depressive Disorder,North Carolina,09/02/2020,09/14/2020,20.9
Symptoms of Depressive Disorder,North Dakota,09/02/2020,09/14/2020,17.4
Symptoms of Depressive Disorder,Ohio,09/02/2020,09/14/2020,25.4
Symptoms of Depressive Disorder,Oklahoma,09/02/2020,09/14/2020,26.5
Symptoms of Depressive Disorder,Oregon,09/02/2020,09/14/2020,26.7
Symptoms of Depressive Disorder,Pennsylvania,09/02/2020,09/14/2020,22.9
Symptoms of Depressive Disorder,Rhode Island,09/02/2020,09/14/2020,25.3
Symptoms of Depressive Disorder,South Carolina,09/02/2020,09/14/2020,22.9
Symptoms of Depressive Disorder,South Dakota,09/02/2020,09/14/2020,20.2
Symptoms of Depressive Disorder,Tennessee,09/02/2020,09/14/2020,24.0
Symptoms of Depressive Disorder,Texas,09/02/2020,09/14/2020,26.9
Symptoms of Depressive Disorder,Utah,09/02/2020,09/14/2020,22.0
Symptoms of Depressive Disorder,Vermont,09/02/2020,09/14/2020,19.6
Symptoms of Depressive Disorder,Virginia,09/02/2020,09/14/2020,22.4
Symptoms of Depressive Disorder,Washington,09/02/2020,09/14/2020,22.7
Symptoms of Depressive Disorder,West Virginia,09/02/2020,09/14/2020,26.9
Symptoms of Depressive Disorder,Wisconsin,09/02/2020,09/14/2020,19.3
Symptoms of Depressive Disorder,Wyoming,09/02/2020,09/14/2020,23.6
Symptoms of Anxiety Disorder,Alabama,09/02/2020,09/14/2020,33.7
Symptoms of Anxiety Disorder,Alaska,09/02/2020,09/14/2020,28.4
Symptoms of Anxiety Disorder,Arizona,09/02/2020,09/14/2020,33.4
Symptoms of Anxiety Disorder,Arkansas,09/02/2020,09/14/2020,36.0
Symptoms of Anxiety Disorder,California,09/02/2020,09/14/2020,34.2
Symptoms of Anxiety Disorder,Colorado,09/02/2020,09/14/2020,33.4
Symptoms of Anxiety Disorder,Connecticut,09/02/2020,09/14/2020,33.1
Symptoms of Anxiety Disorder,Delaware,09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,District of Columbia,09/02/2020,09/14/2020,33.3
Symptoms of Anxiety Disorder,Florida,09/02/2020,09/14/2020,31.3
Symptoms of Anxiety Disorder,Georgia,09/02/2020,09/14/2020,31.1
Symptoms of Anxiety Disorder,Hawaii,09/02/2020,09/14/2020,34.4
Symptoms of Anxiety Disorder,Idaho,09/02/2020,09/14/2020,31.2
Symptoms of Anxiety Disorder,Illinois,09/02/2020,09/14/2020,32.6
Symptoms of Anxiety Disorder,Indiana,09/02/2020,09/14/2020,30.0
Symptoms of Anxiety Disorder,Iowa,09/02/2020,09/14/2020,26.8
Symptoms of Anxiety Disorder,Kansas,09/02/2020,09/14/2020,28.7
Symptoms of Anxiety Disorder,Kentucky,09/02/2020,09/14/2020,34.2
Symptoms of Anxiety Disorder,Louisiana,09/02/2020,09/14/2020,36.8
Symptoms of Anxiety Disorder,Maine,09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,Maryland,09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,Massachusetts,09/02/2020,09/14/2020,28.7
Symptoms of Anxiety Disorder,Michigan,09/02/2020,09/14/2020,32.4
Symptoms of Anxiety Disorder,Minnesota,09/02/2020,09/14/2020,26.0
Symptoms of Anxiety Disorder,Mississippi,09/02/2020,09/14/2020,31.3
Symptoms of Anxiety Disorder,Missouri,09/02/2020,09/14/2020,29.0
Symptoms of Anxiety Disorder,Montana,09/02/2020,09/14/2020,29.6
Symptoms of Anxiety Disorder,Nebraska,09/02/2020,09/14/2020,25.7
Symptoms of Anxiety Disorder,Nevada,09/02/2020,09/14/2020,32.1
Symptoms of Anxiety Disorder,New Hampshire,09/02/2020,09/14/2020,31.6
Symptoms of Anxiety Disorder,New Jersey,09/02/2020,09/14/2020,30.7
Symptoms of Anxiety Disorder,New Mexico,09/02/2020,09/14/2020,34.7
Symptoms of Anxiety Disorder,New York,09/02/2020,09/14/2020,33.5
Symptoms of Anxiety Disorder,North Carolina,09/02/2020,09/14/2020,27.4
Symptoms of Anxiety Disorder,North Dakota,09/02/2020,09/14/2020,22.2
Symptoms of Anxiety Disorder,Ohio,09/02/2020,09/14/2020,32.1
Symptoms of Anxiety Disorder,Oklahoma,09/02/2020,09/14/2020,34.5
Symptoms of Anxiety Disorder,Oregon,09/02/2020,09/14/2020,36.9
Symptoms of Anxiety Disorder,Pennsylvania,09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,Rhode Island,09/02/2020,09/14/2020,31.1
Symptoms of Anxiety Disorder,South Carolina,09/02/2020,09/14/2020,27.7
Symptoms of Anxiety Disorder,South Dakota,09/02/2020,09/14/2020,24.7
Symptoms of Anxiety Disorder,Tennessee,09/02/2020,09/14/2020,27.6
Symptoms of Anxiety Disorder,Texas,09/02/2020,09/14/2020,32.6
Symptoms of Anxiety Disorder,Utah,09/02/2020,09/14/2020,29.2
Symptoms of Anxiety Disorder,Vermont,09/02/2020,09/14/2020,30.2
Symptoms of Anxiety Disorder,Virginia,09/02/2020,09/14/2020,29.1
Symptoms of Anxiety Disorder,Washington,09/02/2020,09/14/2020,30.8
Symptoms of Anxiety Disorder,West Virginia,09/02/2020,09/14/2020,33.5
Symptoms of Anxiety Disorder,Wisconsin,09/02/2020,09/14/2020,27.5
Symptoms of Anxiety Disorder,Wyoming,09/02/2020,09/14/2020,29.4
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,09/02/2020,09/14/2020,38.1
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,09/02/2020,09/14/2020,33.6
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,09/02/2020,09/14/2020,39.0
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,09/02/2020,09/14/2020,41.1
Symptoms of Anxiety Disorder or Depressive Disorder,California,09/02/2020,09/14/2020,39.1
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,09/02/2020,09/14/2020,36.7
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,09/02/2020,09/14/2020,36.1
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,09/02/2020,09/14/2020,33.3
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,09/02/2020,09/14/2020,36.3
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,09/02/2020,09/14/2020,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,09/02/2020,09/14/2020,34.3
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,09/02/2020,09/14/2020,39.4
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,09/02/2020,09/14/2020,35.3
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,09/02/2020,09/14/2020,37.6
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,09/02/2020,09/14/2020,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,09/02/2020,09/14/2020,32.0
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,09/02/2020,09/14/2020,32.5
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,09/02/2020,09/14/2020,40.3
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,09/02/2020,09/14/2020,41.7
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,09/02/2020,09/14/2020,33.7
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,09/02/2020,09/14/2020,35.4
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,09/02/2020,09/14/2020,32.7
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,09/02/2020,09/14/2020,36.2
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,09/02/2020,09/14/2020,30.6
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,09/02/2020,09/14/2020,38.6
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,09/02/2020,09/14/2020,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,09/02/2020,09/14/2020,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,09/02/2020,09/14/2020,30.4
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,09/02/2020,09/14/2020,37.6
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,09/02/2020,09/14/2020,34.9
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,09/02/2020,09/14/2020,35.4
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,09/02/2020,09/14/2020,40.2
Symptoms of Anxiety Disorder or Depressive Disorder,New York,09/02/2020,09/14/2020,37.7
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,09/02/2020,09/14/2020,32.2
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,09/02/2020,09/14/2020,26.3
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,09/02/2020,09/14/2020,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,09/02/2020,09/14/2020,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,09/02/2020,09/14/2020,40.9
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,09/02/2020,09/14/2020,34.7
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,09/02/2020,09/14/2020,34.9
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,09/02/2020,09/14/2020,31.6
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,09/02/2020,09/14/2020,29.9
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,09/02/2020,09/14/2020,32.4
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,09/02/2020,09/14/2020,38.2
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,09/02/2020,09/14/2020,33.3
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,09/02/2020,09/14/2020,34.5
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,09/02/2020,09/14/2020,33.3
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,09/02/2020,09/14/2020,35.4
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,09/02/2020,09/14/2020,38.4
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,09/02/2020,09/14/2020,31.3
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,09/02/2020,09/14/2020,33.6
Symptoms of Depressive Disorder,Alabama,09/16/2020,09/28/2020,28.6
Symptoms of Depressive Disorder,Alaska,09/16/2020,09/28/2020,25.2
Symptoms of Depressive Disorder,Arizona,09/16/2020,09/28/2020,28.2
Symptoms of Depressive Disorder,Arkansas,09/16/2020,09/28/2020,23.1
Symptoms of Depressive Disorder,California,09/16/2020,09/28/2020,28.7
Symptoms of Depressive Disorder,Colorado,09/16/2020,09/28/2020,25.2
Symptoms of Depressive Disorder,Connecticut,09/16/2020,09/28/2020,19.0
Symptoms of Depressive Disorder,Delaware,09/16/2020,09/28/2020,18.3
Symptoms of Depressive Disorder,District of Columbia,09/16/2020,09/28/2020,27.5
Symptoms of Depressive Disorder,Florida,09/16/2020,09/28/2020,25.4
Symptoms of Depressive Disorder,Georgia,09/16/2020,09/28/2020,25.0
Symptoms of Depressive Disorder,Hawaii,09/16/2020,09/28/2020,24.0
Symptoms of Depressive Disorder,Idaho,09/16/2020,09/28/2020,22.8
Symptoms of Depressive Disorder,Illinois,09/16/2020,09/28/2020,23.9
Symptoms of Depressive Disorder,Indiana,09/16/2020,09/28/2020,24.5
Symptoms of Depressive Disorder,Iowa,09/16/2020,09/28/2020,25.5
Symptoms of Depressive Disorder,Kansas,09/16/2020,09/28/2020,22.9
Symptoms of Depressive Disorder,Kentucky,09/16/2020,09/28/2020,30.7
Symptoms of Depressive Disorder,Louisiana,09/16/2020,09/28/2020,29.6
Symptoms of Depressive Disorder,Maine,09/16/2020,09/28/2020,17.5
Symptoms of Depressive Disorder,Maryland,09/16/2020,09/28/2020,20.3
Symptoms of Depressive Disorder,Massachusetts,09/16/2020,09/28/2020,23.2
Symptoms of Depressive Disorder,Michigan,09/16/2020,09/28/2020,21.0
Symptoms of Depressive Disorder,Minnesota,09/16/2020,09/28/2020,17.4
Symptoms of Depressive Disorder,Mississippi,09/16/2020,09/28/2020,28.5
Symptoms of Depressive Disorder,Missouri,09/16/2020,09/28/2020,22.7
Symptoms of Depressive Disorder,Montana,09/16/2020,09/28/2020,24.4
Symptoms of Depressive Disorder,Nebraska,09/16/2020,09/28/2020,19.2
Symptoms of Depressive Disorder,Nevada,09/16/2020,09/28/2020,31.3
Symptoms of Depressive Disorder,New Hampshire,09/16/2020,09/28/2020,19.0
Symptoms of Depressive Disorder,New Jersey,09/16/2020,09/28/2020,23.7
Symptoms of Depressive Disorder,New Mexico,09/16/2020,09/28/2020,29.1
Symptoms of Depressive Disorder,New York,09/16/2020,09/28/2020,23.5
Symptoms of Depressive Disorder,North Carolina,09/16/2020,09/28/2020,21.5
Symptoms of Depressive Disorder,North Dakota,09/16/2020,09/28/2020,19.0
Symptoms of Depressive Disorder,Ohio,09/16/2020,09/28/2020,24.7
Symptoms of Depressive Disorder,Oklahoma,09/16/2020,09/28/2020,23.1
Symptoms of Depressive Disorder,Oregon,09/16/2020,09/28/2020,31.8
Symptoms of Depressive Disorder,Pennsylvania,09/16/2020,09/28/2020,24.1
Symptoms of Depressive Disorder,Rhode Island,09/16/2020,09/28/2020,23.4
Symptoms of Depressive Disorder,South Carolina,09/16/2020,09/28/2020,20.6
Symptoms of Depressive Disorder,South Dakota,09/16/2020,09/28/2020,17.0
Symptoms of Depressive Disorder,Tennessee,09/16/2020,09/28/2020,25.9
Symptoms of Depressive Disorder,Texas,09/16/2020,09/28/2020,28.0
Symptoms of Depressive Disorder,Utah,09/16/2020,09/28/2020,26.8
Symptoms of Depressive Disorder,Vermont,09/16/2020,09/28/2020,22.9
Symptoms of Depressive Disorder,Virginia,09/16/2020,09/28/2020,24.6
Symptoms of Depressive Disorder,Washington,09/16/2020,09/28/2020,25.7
Symptoms of Depressive Disorder,West Virginia,09/16/2020,09/28/2020,28.0
Symptoms of Depressive Disorder,Wisconsin,09/16/2020,09/28/2020,19.4
Symptoms of Depressive Disorder,Wyoming,09/16/2020,09/28/2020,22.4
Symptoms of Anxiety Disorder,Alabama,09/16/2020,09/28/2020,30.8
Symptoms of Anxiety Disorder,Alaska,09/16/2020,09/28/2020,29.9
Symptoms of Anxiety Disorder,Arizona,09/16/2020,09/28/2020,34.9
Symptoms of Anxiety Disorder,Arkansas,09/16/2020,09/28/2020,28.7
Symptoms of Anxiety Disorder,California,09/16/2020,09/28/2020,37.2
Symptoms of Anxiety Disorder,Colorado,09/16/2020,09/28/2020,34.2
Symptoms of Anxiety Disorder,Connecticut,09/16/2020,09/28/2020,30.4
Symptoms of Anxiety Disorder,Delaware,09/16/2020,09/28/2020,24.8
Symptoms of Anxiety Disorder,District of Columbia,09/16/2020,09/28/2020,40.2
Symptoms of Anxiety Disorder,Florida,09/16/2020,09/28/2020,32.8
Symptoms of Anxiety Disorder,Georgia,09/16/2020,09/28/2020,32.0
Symptoms of Anxiety Disorder,Hawaii,09/16/2020,09/28/2020,28.7
Symptoms of Anxiety Disorder,Idaho,09/16/2020,09/28/2020,29.3
Symptoms of Anxiety Disorder,Illinois,09/16/2020,09/28/2020,30.8
Symptoms of Anxiety Disorder,Indiana,09/16/2020,09/28/2020,31.8
Symptoms of Anxiety Disorder,Iowa,09/16/2020,09/28/2020,27.5
Symptoms of Anxiety Disorder,Kansas,09/16/2020,09/28/2020,30.6
Symptoms of Anxiety Disorder,Kentucky,09/16/2020,09/28/2020,32.4
Symptoms of Anxiety Disorder,Louisiana,09/16/2020,09/28/2020,38.5
Symptoms of Anxiety Disorder,Maine,09/16/2020,09/28/2020,31.5
Symptoms of Anxiety Disorder,Maryland,09/16/2020,09/28/2020,30.6
Symptoms of Anxiety Disorder,Massachusetts,09/16/2020,09/28/2020,32.2
Symptoms of Anxiety Disorder,Michigan,09/16/2020,09/28/2020,28.6
Symptoms of Anxiety Disorder,Minnesota,09/16/2020,09/28/2020,26.9
Symptoms of Anxiety Disorder,Mississippi,09/16/2020,09/28/2020,35.0
Symptoms of Anxiety Disorder,Missouri,09/16/2020,09/28/2020,29.9
Symptoms of Anxiety Disorder,Montana,09/16/2020,09/28/2020,33.1
Symptoms of Anxiety Disorder,Nebraska,09/16/2020,09/28/2020,27.6
Symptoms of Anxiety Disorder,Nevada,09/16/2020,09/28/2020,35.6
Symptoms of Anxiety Disorder,New Hampshire,09/16/2020,09/28/2020,29.4
Symptoms of Anxiety Disorder,New Jersey,09/16/2020,09/28/2020,34.9
Symptoms of Anxiety Disorder,New Mexico,09/16/2020,09/28/2020,38.0
Symptoms of Anxiety Disorder,New York,09/16/2020,09/28/2020,32.3
Symptoms of Anxiety Disorder,North Carolina,09/16/2020,09/28/2020,28.7
Symptoms of Anxiety Disorder,North Dakota,09/16/2020,09/28/2020,23.2
Symptoms of Anxiety Disorder,Ohio,09/16/2020,09/28/2020,32.3
Symptoms of Anxiety Disorder,Oklahoma,09/16/2020,09/28/2020,29.2
Symptoms of Anxiety Disorder,Oregon,09/16/2020,09/28/2020,41.1
Symptoms of Anxiety Disorder,Pennsylvania,09/16/2020,09/28/2020,30.7
Symptoms of Anxiety Disorder,Rhode Island,09/16/2020,09/28/2020,33.4
