Indicator,State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Depressive Disorder,Missouri,11/25/2020,12/07/2020,27.4,23.0,32.1,23.0 - 32.1,26.6-28.4
Symptoms of Depressive Disorder,Montana,11/25/2020,12/07/2020,26.3,21.1,32.0,21.1 - 32.0,20.2-26.5
Symptoms of Depressive Disorder,Nebraska,11/25/2020,12/07/2020,26.0,22.2,30.1,22.2 - 30.1,20.2-26.5
Symptoms of Depressive Disorder,Nevada,11/25/2020,12/07/2020,35.7,31.6,39.9,31.6 - 39.9,31.3-36.9
Symptoms of Depressive Disorder,New Hampshire,11/25/2020,12/07/2020,26.1,21.7,30.9,21.7 - 30.9,20.2-26.5
Symptoms of Depressive Disorder,New Jersey,11/25/2020,12/07/2020,27.7,24.3,31.4,24.3 - 31.4,26.6-28.4
Symptoms of Depressive Disorder,New Mexico,11/25/2020,12/07/2020,30.2,25.8,34.9,25.8 - 34.9,28.5-31.2
Symptoms of Depressive Disorder,New York,11/25/2020,12/07/2020,23.3,20.2,26.7,20.2 - 26.7,20.2-26.5
Symptoms of Depressive Disorder,North Carolina,11/25/2020,12/07/2020,28.4,24.1,33.0,24.1 - 33.0,26.6-28.4
Symptoms of Depressive Disorder,North Dakota,11/25/2020,12/07/2020,21.1,16.8,26.0,16.8 - 26.0,20.2-26.5
Symptoms of Depressive Disorder,Ohio,11/25/2020,12/07/2020,32.7,27.8,38.0,27.8 - 38.0,31.3-36.9
Symptoms of Depressive Disorder,Oklahoma,11/25/2020,12/07/2020,33.8,28.9,39.1,28.9 - 39.1,31.3-36.9
Symptoms of Depressive Disorder,Oregon,11/25/2020,12/07/2020,35.9,32.2,39.7,32.2 - 39.7,31.3-36.9
Symptoms of Depressive Disorder,Pennsylvania,11/25/2020,12/07/2020,29.4,25.4,33.6,25.4 - 33.6,28.5-31.2
Symptoms of Depressive Disorder,Rhode Island,11/25/2020,12/07/2020,27.2,21.1,34.0,21.1 - 34.0,26.6-28.4
Symptoms of Depressive Disorder,South Carolina,11/25/2020,12/07/2020,22.9,18.6,27.6,18.6 - 27.6,20.2-26.5
Symptoms of Depressive Disorder,South Dakota,11/25/2020,12/07/2020,20.2,16.0,25.0,16.0 - 25.0,20.2-26.5
Symptoms of Depressive Disorder,Tennessee,11/25/2020,12/07/2020,28.0,23.9,32.5,23.9 - 32.5,26.6-28.4
Symptoms of Depressive Disorder,Texas,11/25/2020,12/07/2020,31.3,28.0,34.8,28.0 - 34.8,31.3-36.9
Symptoms of Depressive Disorder,Utah,11/25/2020,12/07/2020,32.4,28.3,36.6,28.3 - 36.6,31.3-36.9
Symptoms of Depressive Disorder,Vermont,11/25/2020,12/07/2020,28.8,23.0,35.2,23.0 - 35.2,28.5-31.2
Symptoms of Depressive Disorder,Virginia,11/25/2020,12/07/2020,26.9,22.2,32.0,22.2 - 32.0,26.6-28.4
Symptoms of Depressive Disorder,Washington,11/25/2020,12/07/2020,29.4,26.3,32.6,26.3 - 32.6,28.5-31.2
Symptoms of Depressive Disorder,West Virginia,11/25/2020,12/07/2020,31.6,26.2,37.4,26.2 - 37.4,31.3-36.9
Symptoms of Depressive Disorder,Wisconsin,11/25/2020,12/07/2020,26.3,22.3,30.5,22.3 - 30.5,20.2-26.5
Symptoms of Depressive Disorder,Wyoming,11/25/2020,12/07/2020,31.3,26.6,36.3,26.6 - 36.3,31.3-36.9
Symptoms of Anxiety Disorder,Alabama,11/25/2020,12/07/2020,32.5,26.2,39.3,26.2 - 39.3,27.5-34.0
Symptoms of Anxiety Disorder,Alaska,11/25/2020,12/07/2020,36.8,32.4,41.4,32.4 - 41.4,36.1-37.7
Symptoms of Anxiety Disorder,Arizona,11/25/2020,12/07/2020,33.6,29.7,37.7,29.7 - 37.7,27.5-34.0
Symptoms of Anxiety Disorder,Arkansas,11/25/2020,12/07/2020,37.2,32.8,41.7,32.8 - 41.7,36.1-37.7
Symptoms of Anxiety Disorder,California,11/25/2020,12/07/2020,36.8,33.8,40.0,33.8 - 40.0,36.1-37.7
Symptoms of Anxiety Disorder,Colorado,11/25/2020,12/07/2020,37.8,34.3,41.4,34.3 - 41.4,37.8-43.1
Symptoms of Anxiety Disorder,Connecticut,11/25/2020,12/07/2020,36.6,32.2,41.1,32.2 - 41.1,36.1-37.7
Symptoms of Anxiety Disorder,Delaware,11/25/2020,12/07/2020,33.5,28.5,38.9,28.5 - 38.9,27.5-34.0
Symptoms of Anxiety Disorder,District of Columbia,11/25/2020,12/07/2020,35.8,29.7,42.4,29.7 - 42.4,34.1-36.0
Symptoms of Anxiety Disorder,Florida,11/25/2020,12/07/2020,36.3,32.5,40.1,32.5 - 40.1,36.1-37.7
Symptoms of Anxiety Disorder,Georgia,11/25/2020,12/07/2020,36.0,31.3,40.9,31.3 - 40.9,34.1-36.0
Symptoms of Anxiety Disorder,Hawaii,11/25/2020,12/07/2020,35.1,30.4,40.0,30.4 - 40.0,34.1-36.0
Symptoms of Anxiety Disorder,Idaho,11/25/2020,12/07/2020,34.0,29.4,38.9,29.4 - 38.9,27.5-34.0
Symptoms of Anxiety Disorder,Illinois,11/25/2020,12/07/2020,37.6,33.9,41.3,33.9 - 41.3,36.1-37.7
Symptoms of Anxiety Disorder,Indiana,11/25/2020,12/07/2020,37.7,33.8,41.7,33.8 - 41.7,36.1-37.7
Symptoms of Anxiety Disorder,Iowa,11/25/2020,12/07/2020,31.0,26.9,35.3,26.9 - 35.3,27.5-34.0
Symptoms of Anxiety Disorder,Kansas,11/25/2020,12/07/2020,31.9,28.5,35.4,28.5 - 35.4,27.5-34.0
Symptoms of Anxiety Disorder,Kentucky,11/25/2020,12/07/2020,40.2,34.7,45.9,34.7 - 45.9,37.8-43.1
Symptoms of Anxiety Disorder,Louisiana,11/25/2020,12/07/2020,43.1,37.6,48.7,37.6 - 48.7,37.8-43.1
Symptoms of Anxiety Disorder,Maine,11/25/2020,12/07/2020,32.4,26.5,38.8,26.5 - 38.8,27.5-34.0
Symptoms of Anxiety Disorder,Maryland,11/25/2020,12/07/2020,34.2,30.5,38.1,30.5 - 38.1,34.1-36.0
Symptoms of Anxiety Disorder,Massachusetts,11/25/2020,12/07/2020,34.5,31.2,38.0,31.2 - 38.0,34.1-36.0
Symptoms of Anxiety Disorder,Michigan,11/25/2020,12/07/2020,34.7,31.4,38.2,31.4 - 38.2,34.1-36.0
Symptoms of Anxiety Disorder,Minnesota,11/25/2020,12/07/2020,34.5,30.9,38.3,30.9 - 38.3,34.1-36.0
Symptoms of Anxiety Disorder,Mississippi,11/25/2020,12/07/2020,37.1,30.8,43.7,30.8 - 43.7,36.1-37.7
Symptoms of Anxiety Disorder,Missouri,11/25/2020,12/07/2020,35.2,31.3,39.2,31.3 - 39.2,34.1-36.0
Symptoms of Anxiety Disorder,Montana,11/25/2020,12/07/2020,35.9,30.9,41.1,30.9 - 41.1,34.1-36.0
Symptoms of Anxiety Disorder,Nebraska,11/25/2020,12/07/2020,35.0,31.4,38.8,31.4 - 38.8,34.1-36.0
Symptoms of Anxiety Disorder,Nevada,11/25/2020,12/07/2020,42.4,38.0,46.8,38.0 - 46.8,37.8-43.1
Symptoms of Anxiety Disorder,New Hampshire,11/25/2020,12/07/2020,37.3,32.5,42.3,32.5 - 42.3,36.1-37.7
Symptoms of Anxiety Disorder,New Jersey,11/25/2020,12/07/2020,36.7,33.2,40.3,33.2 - 40.3,36.1-37.7
Symptoms of Anxiety Disorder,New Mexico,11/25/2020,12/07/2020,42.6,38.3,47.0,38.3 - 47.0,37.8-43.1
Symptoms of Anxiety Disorder,New York,11/25/2020,12/07/2020,35.3,31.4,39.3,31.4 - 39.3,34.1-36.0
Symptoms of Anxiety Disorder,North Carolina,11/25/2020,12/07/2020,32.9,28.3,37.7,28.3 - 37.7,27.5-34.0
Symptoms of Anxiety Disorder,North Dakota,11/25/2020,12/07/2020,28.9,24.0,34.2,24.0 - 34.2,27.5-34.0
Symptoms of Anxiety Disorder,Ohio,11/25/2020,12/07/2020,35.4,30.9,40.1,30.9 - 40.1,34.1-36.0
Symptoms of Anxiety Disorder,Oklahoma,11/25/2020,12/07/2020,38.7,34.0,43.5,34.0 - 43.5,37.8-43.1
Symptoms of Anxiety Disorder,Oregon,11/25/2020,12/07/2020,38.6,35.5,41.7,35.5 - 41.7,37.8-43.1
Symptoms of Anxiety Disorder,Pennsylvania,11/25/2020,12/07/2020,38.1,33.9,42.4,33.9 - 42.4,37.8-43.1
Symptoms of Anxiety Disorder,Rhode Island,11/25/2020,12/07/2020,37.4,31.0,44.2,31.0 - 44.2,36.1-37.7
Symptoms of Anxiety Disorder,South Carolina,11/25/2020,12/07/2020,30.4,25.7,35.5,25.7 - 35.5,27.5-34.0
Symptoms of Anxiety Disorder,South Dakota,11/25/2020,12/07/2020,27.5,23.3,32.1,23.3 - 32.1,27.5-34.0
Symptoms of Anxiety Disorder,Tennessee,11/25/2020,12/07/2020,34.2,30.4,38.1,30.4 - 38.1,34.1-36.0
Symptoms of Anxiety Disorder,Texas,11/25/2020,12/07/2020,38.8,35.3,42.4,35.3 - 42.4,37.8-43.1
Symptoms of Anxiety Disorder,Utah,11/25/2020,12/07/2020,37.3,33.6,41.2,33.6 - 41.2,36.1-37.7
Symptoms of Anxiety Disorder,Vermont,11/25/2020,12/07/2020,37.8,32.0,43.8,32.0 - 43.8,37.8-43.1
Symptoms of Anxiety Disorder,Virginia,11/25/2020,12/07/2020,33.5,28.8,38.5,28.8 - 38.5,27.5-34.0
Symptoms of Anxiety Disorder,Washington,11/25/2020,12/07/2020,37.5,33.9,41.1,33.9 - 41.1,36.1-37.7
Symptoms of Anxiety Disorder,West Virginia,11/25/2020,12/07/2020,40.6,34.9,46.5,34.9 - 46.5,37.8-43.1
Symptoms of Anxiety Disorder,Wisconsin,11/25/2020,12/07/2020,30.1,26.4,34.1,26.4 - 34.1,27.5-34.0
Symptoms of Anxiety Disorder,Wyoming,11/25/2020,12/07/2020,38.7,33.6,43.9,33.6 - 43.9,37.8-43.1
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,11/25/2020,12/07/2020,38.5,31.8,45.5,31.8 - 45.5,32.4-39.2
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,11/25/2020,12/07/2020,42.6,38.3,47.0,38.3 - 47.0,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,11/25/2020,12/07/2020,39.8,35.5,44.2,35.5 - 44.2,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,11/25/2020,12/07/2020,41.9,37.5,46.5,37.5 - 46.5,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,California,11/25/2020,12/07/2020,43.2,40.1,46.3,40.1 - 46.3,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,11/25/2020,12/07/2020,43.0,39.8,46.3,39.8 - 46.3,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,11/25/2020,12/07/2020,41.6,37.3,45.9,37.3 - 45.9,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,11/25/2020,12/07/2020,42.9,36.4,49.6,36.4 - 49.6,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,11/25/2020,12/07/2020,41.8,35.7,48.1,35.7 - 48.1,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,11/25/2020,12/07/2020,39.4,35.5,43.3,35.5 - 43.3,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,11/25/2020,12/07/2020,39.9,35.3,44.5,35.3 - 44.5,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,11/25/2020,12/07/2020,40.7,35.1,46.5,35.1 - 46.5,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,11/25/2020,12/07/2020,41.3,36.2,46.6,36.2 - 46.6,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,11/25/2020,12/07/2020,43.1,39.2,47.1,39.2 - 47.1,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,11/25/2020,12/07/2020,43.7,40.1,47.3,40.1 - 47.3,41.4-43.7
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,11/25/2020,12/07/2020,36.1,31.9,40.5,31.9 - 40.5,32.4-39.2
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,11/25/2020,12/07/2020,36.8,33.2,40.6,33.2 - 40.6,32.4-39.2
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,11/25/2020,12/07/2020,45.9,39.9,52.0,39.9 - 52.0,43.8-47.6
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,11/25/2020,12/07/2020,47.3,41.7,52.9,41.7 - 52.9,43.8-47.6
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,11/25/2020,12/07/2020,36.9,30.3,44.0,30.3 - 44.0,32.4-39.2
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,11/25/2020,12/07/2020,38.1,34.6,41.8,34.6 - 41.8,32.4-39.2
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,11/25/2020,12/07/2020,39.4,35.8,43.0,35.8 - 43.0,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,11/25/2020,12/07/2020,40.1,36.5,43.7,36.5 - 43.7,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,11/25/2020,12/07/2020,39.6,36.3,42.9,36.3 - 42.9,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,11/25/2020,12/07/2020,46.8,40.4,53.2,40.4 - 53.2,43.8-47.6
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,11/25/2020,12/07/2020,38.9,34.6,43.4,34.6 - 43.4,32.4-39.2
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,11/25/2020,12/07/2020,39.4,34.6,44.4,34.6 - 44.4,39.3-41.3
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,11/25/2020,12/07/2020,39.6,35.9,43.4,35.9 - 43.4,39.3-41.3
